node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CHEK2	ERBB2	9606.ENSP00000372023	9606.ENSP00000269571	0	0	0	0.557	0.049	0.225	0	0.281	0.423
CHEK2	PLK2	9606.ENSP00000372023	9606.ENSP00000274289	0	0	0	0.596	0.104	0.301	0	0.295	0.52
CHEK2	ATM	9606.ENSP00000372023	9606.ENSP00000278616	0	0	0	0	0.044	0.836	0.5	0.999	0.999
CHEK2	ERCC3	9606.ENSP00000372023	9606.ENSP00000285398	0	0	0	0	0.049	0	0	0.472	0.476
CHEK2	FANCC	9606.ENSP00000372023	9606.ENSP00000289081	0	0	0	0	0.06	0	0	0.75	0.755
CHEK2	H2BC5	9606.ENSP00000372023	9606.ENSP00000289316	0	0	0	0	0.06	0.094	0.5	0.248	0.636
CHEK2	KMT2D	9606.ENSP00000372023	9606.ENSP00000301067	0	0	0	0	0.066	0.239	0	0.247	0.418
CHEK2	TERT	9606.ENSP00000372023	9606.ENSP00000309572	0	0	0	0	0.116	0.088	0	0.517	0.576
CHEK2	ERCC4	9606.ENSP00000372023	9606.ENSP00000310520	0	0	0	0	0.094	0.319	0	0.643	0.76
CHEK2	EZH2	9606.ENSP00000372023	9606.ENSP00000320147	0	0	0	0	0.111	0.093	0	0.372	0.45
CHEK2	ARID1A	9606.ENSP00000372023	9606.ENSP00000320485	0	0	0	0	0	0	0	0.433	0.433
CHEK2	POLE	9606.ENSP00000372023	9606.ENSP00000322570	0	0.023	0	0	0.124	0.297	0	0.669	0.778
CHEK2	PPP2R1A	9606.ENSP00000372023	9606.ENSP00000324804	0	0	0	0	0	0.51	0	0.286	0.635
CHEK2	MRE11	9606.ENSP00000372023	9606.ENSP00000325863	0	0	0	0	0.085	0.088	0.5	0.789	0.9
CHEK2	PMAIP1	9606.ENSP00000372023	9606.ENSP00000326119	0	0	0	0	0.062	0	0	0.477	0.488
CHEK2	RAD51C	9606.ENSP00000372023	9606.ENSP00000336701	0	0	0	0	0.196	0.258	0	0.826	0.887
CHEK2	MEN1	9606.ENSP00000372023	9606.ENSP00000337088	0	0	0	0	0.062	0	0	0.447	0.459
CHEK2	LMO1	9606.ENSP00000372023	9606.ENSP00000338207	0	0	0	0	0	0.331	0	0.14	0.4
CHEK2	H3-5	9606.ENSP00000372023	9606.ENSP00000339835	0	0	0	0	0.053	0.159	0	0.606	0.659
CHEK2	SMAD4	9606.ENSP00000372023	9606.ENSP00000341551	0	0	0	0	0.087	0	0	0.446	0.472
CHEK2	ATR	9606.ENSP00000372023	9606.ENSP00000343741	0	0	0	0	0.049	0.97	0	0.955	0.998
CHEK2	SMARCA4	9606.ENSP00000372023	9606.ENSP00000343896	0	0	0	0	0.068	0	0	0.398	0.415
CHEK2	NF2	9606.ENSP00000372023	9606.ENSP00000344666	0	0	0	0	0.061	0	0	0.405	0.417
CHEK2	BLM	9606.ENSP00000372023	9606.ENSP00000347232	0	0	0	0	0.212	0.449	0	0.457	0.744
CHEK2	NF1	9606.ENSP00000372023	9606.ENSP00000351015	0	0	0	0	0.049	0.071	0	0.596	0.612
CHEK2	CASP8	9606.ENSP00000372023	9606.ENSP00000351273	0	0	0	0	0.049	0	0	0.481	0.485
CHEK2	RAD52	9606.ENSP00000372023	9606.ENSP00000351284	0	0	0	0	0.074	0.304	0	0.845	0.891
CHEK2	H3C12	9606.ENSP00000372023	9606.ENSP00000352252	0	0	0	0	0.053	0.159	0	0.709	0.748
CHEK2	TOP1	9606.ENSP00000372023	9606.ENSP00000354522	0	0	0	0	0.05	0	0	0.564	0.568
CHEK2	MTOR	9606.ENSP00000372023	9606.ENSP00000354558	0	0	0	0	0.049	0.127	0	0.406	0.464
CHEK2	PARP1	9606.ENSP00000372023	9606.ENSP00000355759	0	0	0	0	0.116	0	0	0.755	0.775
CHEK2	MDM4	9606.ENSP00000372023	9606.ENSP00000356150	0	0	0	0	0.042	0.292	0.75	0.583	0.92
CHEK2	MCL1	9606.ENSP00000372023	9606.ENSP00000358022	0	0	0	0	0	0	0	0.419	0.418
CHEK2	NRAS	9606.ENSP00000372023	9606.ENSP00000358548	0	0	0	0	0.064	0	0	0.431	0.445
CHEK2	JUN	9606.ENSP00000372023	9606.ENSP00000360266	0	0	0	0	0	0	0	0.417	0.416
CHEK2	PTEN	9606.ENSP00000372023	9606.ENSP00000361021	0	0.008	0	0	0	0.082	0	0.802	0.81
CHEK2	RAD54L	9606.ENSP00000372023	9606.ENSP00000361043	0	0	0	0	0.165	0.118	0	0.653	0.722
CHEK2	BMPR1A	9606.ENSP00000372023	9606.ENSP00000361107	0	0	0	0	0.049	0.076	0	0.467	0.49
CHEK2	ATRX	9606.ENSP00000372023	9606.ENSP00000362441	0	0	0	0	0.05	0.106	0	0.771	0.788
CHEK2	BCL2L1	9606.ENSP00000372023	9606.ENSP00000365230	0	0	0	0	0	0	0	0.474	0.474
CHEK2	MDC1	9606.ENSP00000372023	9606.ENSP00000365588	0	0	0	0	0.096	0.469	0.5	0.964	0.99
CHEK2	RAD50	9606.ENSP00000372023	9606.ENSP00000368100	0	0	0	0	0.05	0.292	0.5	0.437	0.785
CHEK2	BRCA2	9606.ENSP00000372023	9606.ENSP00000369497	0	0	0	0	0.1	0.532	0	0.968	0.985
CHEK2	ABRAXAS1	9606.ENSP00000372023	9606.ENSP00000369857	0	0	0	0	0.048	0	0.5	0.595	0.79
CHEK2	NOTCH1	9606.ENSP00000372023	9606.ENSP00000498587	0	0	0	0	0	0.093	0	0.365	0.4
CHEK2	BAP1	9606.ENSP00000372023	9606.ENSP00000417132	0	0	0	0	0	0.292	0	0.194	0.405
CHEK2	TSHR	9606.ENSP00000372023	9606.ENSP00000441235	0	0	0	0	0.067	0	0	0.39	0.407
CHEK2	HRAS	9606.ENSP00000372023	9606.ENSP00000407586	0	0	0	0	0	0	0	0.426	0.426
CHEK2	DOT1L	9606.ENSP00000372023	9606.ENSP00000381657	0	0	0	0	0	0.073	0	0.409	0.429
CHEK2	CTNNB1	9606.ENSP00000372023	9606.ENSP00000495360	0	0	0	0	0	0	0	0.447	0.447
CHEK2	ESR1	9606.ENSP00000372023	9606.ENSP00000405330	0	0	0	0	0	0	0	0.538	0.538
CHEK2	AKT1	9606.ENSP00000372023	9606.ENSP00000451828	0	0	0	0.634	0.067	0.076	0	0.524	0.554
CHEK2	ERCC5	9606.ENSP00000372023	9606.ENSP00000498881	0	0	0	0	0.108	0.186	0	0.439	0.557
CHEK2	BBC3	9606.ENSP00000372023	9606.ENSP00000404503	0	0	0	0	0	0	0	0.558	0.558
CHEK2	BCL2	9606.ENSP00000372023	9606.ENSP00000381185	0	0	0	0	0	0	0	0.572	0.572
CHEK2	MYC	9606.ENSP00000372023	9606.ENSP00000478887	0	0	0	0	0.061	0	0	0.608	0.616
CHEK2	ERCC2	9606.ENSP00000372023	9606.ENSP00000375809	0	0.004	0	0	0.104	0	0	0.611	0.637
CHEK2	PMS1	9606.ENSP00000372023	9606.ENSP00000406490	0	0	0	0	0.147	0	0	0.658	0.696
CHEK2	FANCA	9606.ENSP00000372023	9606.ENSP00000373952	0	0	0	0	0.125	0	0	0.668	0.697
CHEK2	MUTYH	9606.ENSP00000372023	9606.ENSP00000500891	0	0	0	0	0.11	0	0	0.719	0.739
CHEK2	CDKN2A	9606.ENSP00000372023	9606.ENSP00000418915	0	0	0	0	0.044	0	0	0.758	0.758
CHEK2	CDKN1A	9606.ENSP00000372023	9606.ENSP00000384849	0	0	0	0	0.105	0.292	0	0.654	0.761
CHEK2	RAD51B	9606.ENSP00000372023	9606.ENSP00000419881	0	0	0	0	0.156	0.252	0	0.688	0.785
CHEK2	RECQL4	9606.ENSP00000372023	9606.ENSP00000482313	0	0	0	0	0.121	0.37	0	0.735	0.84
CHEK2	RAD51D	9606.ENSP00000372023	9606.ENSP00000466399	0	0	0	0	0.198	0.252	0	0.832	0.89
CHEK2	RAD51	9606.ENSP00000372023	9606.ENSP00000493712	0	0	0	0	0.273	0.252	0	0.882	0.93
CHEK2	CHEK1	9606.ENSP00000372023	9606.ENSP00000391090	0	0	0	0.593	0.298	0.922	0	0.526	0.971
CHEK2	BRCA1	9606.ENSP00000372023	9606.ENSP00000418960	0	0	0	0	0.218	0.842	0.5	0.997	0.999
CIC	ERBB2	9606.ENSP00000458663	9606.ENSP00000269571	0	0	0	0	0	0	0	0.429	0.429
CIC	EGFR	9606.ENSP00000458663	9606.ENSP00000275493	0	0	0	0	0	0.163	0	0.565	0.62
CIC	ERBB4	9606.ENSP00000458663	9606.ENSP00000342235	0	0	0	0	0	0	0	0.484	0.484
CIC	FUBP1	9606.ENSP00000458663	9606.ENSP00000359804	0	0	0	0	0.121	0	0	0.507	0.548
COP1	CDKN1B	9606.ENSP00000356641	9606.ENSP00000228872	0	0	0	0	0.049	0.292	0.9	0.06	0.928
COP1	MDM2	9606.ENSP00000356641	9606.ENSP00000258149	0	0	0	0	0	0.292	0	0.324	0.5
COP1	TP53	9606.ENSP00000356641	9606.ENSP00000269305	0	0	0	0	0	0.833	0.7	0.296	0.961
COP1	ATM	9606.ENSP00000356641	9606.ENSP00000278616	0	0	0	0	0	0.09	0.75	0.165	0.793
COP1	DCUN1D1	9606.ENSP00000356641	9606.ENSP00000292782	0	0	0	0	0.057	0	0.5	0	0.508
COP1	PRKN	9606.ENSP00000356641	9606.ENSP00000355865	0	0	0	0	0	0	0	0.554	0.554
COP1	MDM4	9606.ENSP00000356641	9606.ENSP00000356150	0	0	0	0	0.049	0.292	0	0.273	0.468
COP1	JUN	9606.ENSP00000356641	9606.ENSP00000360266	0	0	0	0	0	0.845	0	0.263	0.881
COP1	STK40	9606.ENSP00000356641	9606.ENSP00000362222	0	0	0	0	0.048	0.869	0	0.226	0.895
COP1	ETV1	9606.ENSP00000356641	9606.ENSP00000405327	0	0	0	0	0	0.85	0	0.372	0.901
CREBBP	MAPK1	9606.ENSP00000262367	9606.ENSP00000215832	0	0	0	0	0.082	0.51	0	0.598	0.803
CREBBP	STAG2	9606.ENSP00000262367	9606.ENSP00000218089	0	0	0	0	0.098	0	0	0.396	0.431
CREBBP	CCND1	9606.ENSP00000262367	9606.ENSP00000227507	0	0	0	0	0	0.292	0.9	0.828	0.986
CREBBP	FLT3	9606.ENSP00000262367	9606.ENSP00000241453	0	0	0	0	0.042	0.041	0	0.404	0.405
CREBBP	SOX9	9606.ENSP00000262367	9606.ENSP00000245479	0	0	0	0	0	0.106	0	0.736	0.754
CREBBP	MYOD1	9606.ENSP00000262367	9606.ENSP00000250003	0	0	0	0	0	0.789	0	0.651	0.923
CREBBP	RARA	9606.ENSP00000262367	9606.ENSP00000254066	0	0	0	0	0.075	0.533	0	0.763	0.889
CREBBP	KRAS	9606.ENSP00000262367	9606.ENSP00000256078	0	0	0	0	0.078	0	0	0.481	0.502
CREBBP	VHL	9606.ENSP00000262367	9606.ENSP00000256474	0	0	0	0	0.109	0	0	0.369	0.414
CREBBP	NOTCH2	9606.ENSP00000262367	9606.ENSP00000256646	0	0	0	0	0.049	0.065	0.5	0.639	0.818
CREBBP	MDM2	9606.ENSP00000262367	9606.ENSP00000258149	0	0	0	0	0.122	0.625	0	0.746	0.909
CREBBP	CDH1	9606.ENSP00000262367	9606.ENSP00000261769	0	0	0	0	0	0.595	0	0.392	0.744
CREBBP	SMAD2	9606.ENSP00000262367	9606.ENSP00000262160	0	0	0	0	0.067	0.841	0	0.914	0.986
CREBBP	KMT2C	9606.ENSP00000262367	9606.ENSP00000262189	0	0	0	0	0.249	0.11	0	0.755	0.822
CREBBP	AXIN1	9606.ENSP00000262367	9606.ENSP00000262320	0	0	0	0	0.067	0	0	0.446	0.461
CREBBP	MTOR	9606.ENSP00000262367	9606.ENSP00000354558	0	0	0	0	0.1	0	0	0.374	0.412
CREBBP	EIF1AX	9606.ENSP00000262367	9606.ENSP00000368927	0	0	0	0	0.049	0	0	0.409	0.413
CREBBP	MYCL	9606.ENSP00000262367	9606.ENSP00000380494	0	0	0	0	0.086	0	0	0.387	0.415
CREBBP	MDC1	9606.ENSP00000262367	9606.ENSP00000365588	0	0	0	0	0.103	0.292	0	0.156	0.418
CREBBP	JAK3	9606.ENSP00000262367	9606.ENSP00000432511	0	0	0	0	0.075	0.047	0	0.393	0.419
CREBBP	DOT1L	9606.ENSP00000262367	9606.ENSP00000381657	0	0	0	0	0.067	0	0	0.404	0.42
CREBBP	FAT1	9606.ENSP00000262367	9606.ENSP00000406229	0	0	0	0	0	0	0	0.423	0.423
CREBBP	ARID2	9606.ENSP00000262367	9606.ENSP00000335044	0	0	0	0	0.092	0	0	0.405	0.436
CREBBP	TNFAIP3	9606.ENSP00000262367	9606.ENSP00000481570	0	0	0	0	0.042	0	0	0.446	0.446
CREBBP	KEAP1	9606.ENSP00000262367	9606.ENSP00000377245	0	0	0	0	0.067	0	0	0.431	0.447
CREBBP	JAK2	9606.ENSP00000262367	9606.ENSP00000371067	0	0	0	0	0.082	0.047	0	0.423	0.451
CREBBP	NRAS	9606.ENSP00000262367	9606.ENSP00000358548	0	0	0	0	0.067	0	0	0.438	0.454
CREBBP	IRF4	9606.ENSP00000262367	9606.ENSP00000370343	0	0	0	0	0	0.183	0	0.37	0.463
CREBBP	PAX5	9606.ENSP00000262367	9606.ENSP00000350844	0	0	0	0	0	0.095	0	0.433	0.464
CREBBP	BRAF	9606.ENSP00000262367	9606.ENSP00000419060	0	0	0	0	0.062	0.047	0	0.449	0.465
CREBBP	KDM5C	9606.ENSP00000262367	9606.ENSP00000364550	0	0	0	0	0.202	0	0	0.356	0.465
CREBBP	RPTOR	9606.ENSP00000262367	9606.ENSP00000307272	0	0	0	0	0.086	0	0	0.441	0.467
CREBBP	CUL3	9606.ENSP00000262367	9606.ENSP00000264414	0	0	0	0	0.16	0.07	0	0.373	0.467
CREBBP	IKZF1	9606.ENSP00000262367	9606.ENSP00000331614	0	0	0	0	0.05	0.093	0	0.435	0.47
CREBBP	ETV6	9606.ENSP00000262367	9606.ENSP00000379658	0	0	0	0	0.049	0	0	0.468	0.472
CREBBP	TNFRSF14	9606.ENSP00000262367	9606.ENSP00000347948	0	0	0	0	0	0	0	0.472	0.472
CREBBP	JAK1	9606.ENSP00000262367	9606.ENSP00000499900	0	0	0	0	0.157	0.047	0	0.395	0.472
CREBBP	DNMT1	9606.ENSP00000262367	9606.ENSP00000352516	0	0	0	0	0.062	0	0	0.47	0.482
CREBBP	ASXL1	9606.ENSP00000262367	9606.ENSP00000364839	0	0	0	0	0.135	0.065	0	0.416	0.487
CREBBP	CCNE1	9606.ENSP00000262367	9606.ENSP00000262643	0	0	0	0	0.053	0.292	0	0.296	0.487
CREBBP	ATM	9606.ENSP00000262367	9606.ENSP00000278616	0	0	0	0	0.06	0	0	0.487	0.497
CREBBP	MYD88	9606.ENSP00000262367	9606.ENSP00000498321	0	0	0	0	0.097	0.06	0	0.459	0.501
CREBBP	SMARCB1	9606.ENSP00000262367	9606.ENSP00000340883	0	0	0	0	0.075	0.292	0	0.323	0.517
CREBBP	DNMT3A	9606.ENSP00000262367	9606.ENSP00000264709	0	0	0	0	0.067	0	0	0.512	0.525
CREBBP	TET2	9606.ENSP00000262367	9606.ENSP00000442788	0	0	0	0	0.091	0	0	0.507	0.532
CREBBP	CASP8	9606.ENSP00000262367	9606.ENSP00000351273	0	0	0	0	0.074	0	0	0.527	0.544
CREBBP	RB1	9606.ENSP00000262367	9606.ENSP00000267163	0	0	0	0	0.055	0.093	0	0.512	0.545
CREBBP	NF1	9606.ENSP00000262367	9606.ENSP00000351015	0	0	0	0	0.171	0	0	0.476	0.547
CREBBP	PTEN	9606.ENSP00000262367	9606.ENSP00000361021	0	0	0	0	0.075	0.088	0	0.511	0.552
CREBBP	GATA2	9606.ENSP00000262367	9606.ENSP00000345681	0	0	0	0	0.042	0.339	0	0.354	0.555
CREBBP	CARD11	9606.ENSP00000262367	9606.ENSP00000380150	0	0	0	0	0.073	0	0	0.541	0.556
CREBBP	B2M	9606.ENSP00000262367	9606.ENSP00000497910	0	0	0	0	0.042	0	0	0.557	0.557
CREBBP	SPEN	9606.ENSP00000262367	9606.ENSP00000364912	0	0	0	0	0.307	0	0	0.396	0.563
CREBBP	EED	9606.ENSP00000262367	9606.ENSP00000338186	0	0	0	0	0.055	0	0.5	0.17	0.574
CREBBP	ABL1	9606.ENSP00000262367	9606.ENSP00000361423	0	0	0	0	0.304	0.047	0	0.415	0.578
CREBBP	IGF1R	9606.ENSP00000262367	9606.ENSP00000497069	0	0	0	0	0.105	0.047	0	0.546	0.579
CREBBP	H2BC5	9606.ENSP00000262367	9606.ENSP00000289316	0	0	0	0	0.06	0	0.5	0.181	0.581
CREBBP	ARID1B	9606.ENSP00000262367	9606.ENSP00000490491	0	0	0	0	0.201	0.094	0	0.473	0.585
CREBBP	NOTCH4	9606.ENSP00000262367	9606.ENSP00000364163	0	0	0	0	0	0.065	0.5	0.204	0.595
CREBBP	GSK3B	9606.ENSP00000262367	9606.ENSP00000324806	0	0	0	0	0.269	0.071	0	0.462	0.603
CREBBP	PIK3R1	9606.ENSP00000262367	9606.ENSP00000428056	0	0	0	0	0.085	0.045	0	0.584	0.604
CREBBP	CBFB	9606.ENSP00000262367	9606.ENSP00000415151	0	0	0	0	0.127	0	0.5	0.173	0.607
CREBBP	NSD1	9606.ENSP00000262367	9606.ENSP00000395929	0	0	0	0	0.314	0.091	0	0.433	0.616
CREBBP	GATA1	9606.ENSP00000262367	9606.ENSP00000365858	0	0	0	0	0	0.331	0	0.449	0.616
CREBBP	ERBB2	9606.ENSP00000262367	9606.ENSP00000269571	0	0	0	0	0.049	0.071	0	0.61	0.625
CREBBP	ATRX	9606.ENSP00000262367	9606.ENSP00000362441	0	0	0	0	0.264	0.25	0	0.381	0.629
CREBBP	CD79B	9606.ENSP00000262367	9606.ENSP00000376544	0	0	0	0	0	0	0	0.639	0.639
CREBBP	MEF2B	9606.ENSP00000262367	9606.ENSP00000402154	0	0	0	0	0	0.071	0	0.627	0.639
CREBBP	BCL2L11	9606.ENSP00000262367	9606.ENSP00000376943	0	0	0	0	0.067	0	0.5	0.297	0.643
CREBBP	CTCF	9606.ENSP00000262367	9606.ENSP00000494538	0	0	0	0	0.166	0.093	0	0.579	0.653
CREBBP	EGFR	9606.ENSP00000262367	9606.ENSP00000275493	0	0	0	0	0.042	0.071	0	0.642	0.653
CREBBP	NOTCH3	9606.ENSP00000262367	9606.ENSP00000263388	0	0	0	0	0	0.065	0.5	0.351	0.67
CREBBP	BCL6	9606.ENSP00000262367	9606.ENSP00000384371	0	0	0	0	0.063	0.33	0	0.518	0.671
CREBBP	SUZ12	9606.ENSP00000262367	9606.ENSP00000316578	0	0	0	0	0.098	0	0.5	0.33	0.671
CREBBP	NKX2-1	9606.ENSP00000262367	9606.ENSP00000346879	0	0	0	0	0	0.622	0	0.196	0.683
CREBBP	PIK3CA	9606.ENSP00000262367	9606.ENSP00000263967	0	0	0	0	0.092	0	0	0.68	0.697
CREBBP	KDM5A	9606.ENSP00000262367	9606.ENSP00000382688	0	0	0	0	0.298	0	0	0.591	0.701
CREBBP	CDK8	9606.ENSP00000262367	9606.ENSP00000370938	0	0	0	0	0.06	0.292	0.5	0.212	0.702
CREBBP	BRD4	9606.ENSP00000262367	9606.ENSP00000263377	0	0	0	0.55	0.194	0.311	0	0.519	0.71
CREBBP	FBXW7	9606.ENSP00000262367	9606.ENSP00000474725	0	0	0	0	0.092	0	0.5	0.449	0.728
CREBBP	PARP1	9606.ENSP00000262367	9606.ENSP00000355759	0	0	0	0	0.065	0.623	0	0.315	0.738
CREBBP	MED12	9606.ENSP00000262367	9606.ENSP00000363193	0	0	0	0	0.249	0	0.5	0.359	0.738
CREBBP	BCL2	9606.ENSP00000262367	9606.ENSP00000381185	0	0	0	0	0.049	0	0	0.737	0.739
CREBBP	CDKN2A	9606.ENSP00000262367	9606.ENSP00000418915	0	0	0	0	0	0	0.5	0.524	0.751
CREBBP	HNF1A	9606.ENSP00000262367	9606.ENSP00000438804	0	0	0	0	0	0.526	0	0.497	0.751
CREBBP	REL	9606.ENSP00000262367	9606.ENSP00000295025	0	0	0	0	0.06	0.337	0	0.635	0.753
CREBBP	NOTCH1	9606.ENSP00000262367	9606.ENSP00000498587	0	0	0	0	0.076	0.065	0.5	0.556	0.783
CREBBP	GATA3	9606.ENSP00000262367	9606.ENSP00000368632	0	0	0	0	0	0.346	0	0.707	0.801
CREBBP	E2F3	9606.ENSP00000262367	9606.ENSP00000262904	0	0	0	0	0.049	0.479	0.5	0.296	0.802
CREBBP	SETD2	9606.ENSP00000262367	9606.ENSP00000386759	0	0	0	0	0.327	0.091	0	0.706	0.805
CREBBP	KDM6A	9606.ENSP00000262367	9606.ENSP00000367203	0	0	0	0	0.187	0.102	0	0.762	0.811
CREBBP	EZH2	9606.ENSP00000262367	9606.ENSP00000320147	0	0	0	0	0.067	0.091	0.5	0.622	0.818
CREBBP	DAXX	9606.ENSP00000262367	9606.ENSP00000266000	0	0	0	0	0.055	0.634	0	0.579	0.842
CREBBP	ARID1A	9606.ENSP00000262367	9606.ENSP00000320485	0	0	0	0	0.334	0.094	0	0.77	0.849
CREBBP	AKT1	9606.ENSP00000262367	9606.ENSP00000451828	0	0	0	0	0.08	0.513	0	0.7	0.854
CREBBP	CCND3	9606.ENSP00000262367	9606.ENSP00000362082	0	0	0	0	0	0.784	0	0.383	0.861
CREBBP	KLF4	9606.ENSP00000262367	9606.ENSP00000363804	0	0	0	0	0.048	0.723	0	0.536	0.867
CREBBP	KMT2D	9606.ENSP00000262367	9606.ENSP00000301067	0	0	0	0	0.236	0.11	0	0.824	0.87
CREBBP	CDKN1A	9606.ENSP00000262367	9606.ENSP00000384849	0	0	0	0	0	0.783	0	0.577	0.904
CREBBP	SMAD4	9606.ENSP00000262367	9606.ENSP00000341551	0	0	0	0	0.191	0.316	0	0.862	0.917
CREBBP	FGFR1	9606.ENSP00000262367	9606.ENSP00000393312	0	0	0	0	0.049	0.779	0	0.663	0.923
CREBBP	SRC	9606.ENSP00000262367	9606.ENSP00000362680	0	0	0	0	0.064	0.513	0	0.879	0.94
CREBBP	NFE2L2	9606.ENSP00000262367	9606.ENSP00000380252	0	0	0	0	0.102	0.644	0.7	0.469	0.942
CREBBP	SMARCA4	9606.ENSP00000262367	9606.ENSP00000343896	0	0	0	0	0.126	0.491	0	0.884	0.944
CREBBP	MYC	9606.ENSP00000262367	9606.ENSP00000478887	0	0	0	0	0.086	0.583	0.5	0.746	0.945
CREBBP	NCOR1	9606.ENSP00000262367	9606.ENSP00000268712	0	0	0	0	0.335	0.304	0.5	0.8	0.947
CREBBP	H3-5	9606.ENSP00000262367	9606.ENSP00000339835	0	0	0	0	0	0.902	0	0.602	0.959
CREBBP	AR	9606.ENSP00000262367	9606.ENSP00000363822	0	0	0	0	0.042	0.794	0	0.815	0.96
CREBBP	BRCA1	9606.ENSP00000262367	9606.ENSP00000418960	0	0	0	0	0.061	0.833	0	0.814	0.968
CREBBP	RUNX1	9606.ENSP00000262367	9606.ENSP00000300305	0	0	0	0	0	0.512	0.5	0.916	0.977
CREBBP	H3C12	9606.ENSP00000262367	9606.ENSP00000352252	0	0	0	0	0.049	0.902	0.5	0.713	0.984
CREBBP	ESR1	9606.ENSP00000262367	9606.ENSP00000405330	0	0	0	0	0.062	0.844	0.5	0.921	0.993
CREBBP	JUN	9606.ENSP00000262367	9606.ENSP00000360266	0	0	0	0	0.049	0.839	0	0.969	0.994
CREBBP	KMT2A	9606.ENSP00000262367	9606.ENSP00000436786	0	0	0	0	0.151	0.981	0	0.727	0.995
CREBBP	SMAD3	9606.ENSP00000262367	9606.ENSP00000332973	0	0	0	0	0.087	0.872	0	0.964	0.995
CREBBP	CTNNB1	9606.ENSP00000262367	9606.ENSP00000495360	0	0	0	0	0.049	0.886	0.9	0.992	0.999
CREBBP	TP53	9606.ENSP00000262367	9606.ENSP00000269305	0	0	0	0	0	0.998	0.9	0.996	0.999
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.9	0.983	0.999
CRKL	MAPK1	9606.ENSP00000346300	9606.ENSP00000215832	0	0	0	0	0.166	0.422	0	0.399	0.685
CRKL	PIK3R2	9606.ENSP00000346300	9606.ENSP00000222254	0	0	0	0	0.06	0.518	0.65	0.352	0.883
CRKL	HGF	9606.ENSP00000346300	9606.ENSP00000222390	0	0	0	0	0	0	0.5	0.229	0.598
CRKL	KRAS	9606.ENSP00000346300	9606.ENSP00000256078	0	0	0	0	0.069	0	0.5	0.331	0.661
CRKL	PDGFRA	9606.ENSP00000346300	9606.ENSP00000257290	0	0	0	0	0	0.62	0.65	0.222	0.887
CRKL	PDGFRB	9606.ENSP00000346300	9606.ENSP00000261799	0	0	0	0	0	0.376	0.65	0.312	0.836
CRKL	FLT4	9606.ENSP00000346300	9606.ENSP00000261937	0	0	0	0	0	0.091	0.65	0.101	0.689
CRKL	PIK3R3	9606.ENSP00000346300	9606.ENSP00000262741	0	0	0	0	0	0.058	0.65	0.479	0.813
CRKL	KDR	9606.ENSP00000346300	9606.ENSP00000263923	0	0	0	0	0	0.091	0.65	0.2	0.723
CRKL	PIK3CA	9606.ENSP00000346300	9606.ENSP00000263967	0	0	0	0	0	0.095	0.65	0.331	0.769
CRKL	CBL	9606.ENSP00000346300	9606.ENSP00000264033	0	0	0	0	0.063	0.993	0.8	0.992	0.999
CRKL	ERBB3	9606.ENSP00000346300	9606.ENSP00000267101	0	0	0	0	0	0.236	0	0.52	0.618
CRKL	ERBB2	9606.ENSP00000346300	9606.ENSP00000269571	0	0	0	0	0	0.388	0	0.576	0.729
CRKL	EGFR	9606.ENSP00000346300	9606.ENSP00000275493	0	0	0	0	0.042	0.855	0.9	0.614	0.993
CRKL	FLT1	9606.ENSP00000346300	9606.ENSP00000282397	0	0	0	0	0	0.376	0.65	0.16	0.8
CRKL	CSF1R	9606.ENSP00000346300	9606.ENSP00000286301	0	0	0	0	0	0.091	0.65	0.158	0.708
CRKL	KIT	9606.ENSP00000346300	9606.ENSP00000288135	0	0	0	0	0	0.535	0.65	0.733	0.952
CRKL	FGFR4	9606.ENSP00000346300	9606.ENSP00000292408	0	0	0	0	0	0.208	0.65	0.191	0.756
CRKL	INSR	9606.ENSP00000346300	9606.ENSP00000303830	0	0	0	0	0	0.237	0.65	0.124	0.745
CRKL	MET	9606.ENSP00000346300	9606.ENSP00000317272	0	0	0	0	0.077	0.05	0.65	0.459	0.812
CRKL	PNRC1	9606.ENSP00000346300	9606.ENSP00000336931	0	0	0	0	0	0.5	0	0	0.499
CRKL	FGFR3	9606.ENSP00000346300	9606.ENSP00000339824	0	0	0	0	0	0.091	0.65	0.226	0.732
CRKL	ERBB4	9606.ENSP00000346300	9606.ENSP00000342235	0	0	0	0	0	0.628	0	0.212	0.694
CRKL	ETV6	9606.ENSP00000346300	9606.ENSP00000379658	0	0	0	0	0.044	0.292	0	0.213	0.42
CRKL	MYC	9606.ENSP00000346300	9606.ENSP00000478887	0	0	0	0	0.059	0.161	0	0.327	0.422
CRKL	SH2D1A	9606.ENSP00000346300	9606.ENSP00000360181	0	0	0	0	0	0.045	0	0.422	0.425
CRKL	PTEN	9606.ENSP00000346300	9606.ENSP00000361021	0	0	0	0	0.076	0.174	0	0.324	0.439
CRKL	MPL	9606.ENSP00000346300	9606.ENSP00000361548	0	0	0	0	0.042	0	0	0.441	0.442
CRKL	XPO1	9606.ENSP00000346300	9606.ENSP00000384863	0	0	0	0	0.114	0	0	0.476	0.516
